locality,sub_locality,street_name,postcode
PORT LOUIS,Citadelle Region ,  G.H.D Atchia Street ( Eastern Side ) ,11405
PORT LOUIS,Citadelle Region ,  Herscall Street  ,11405
PORT LOUIS,Citadelle Region ,  Sebastopol Street ,11405
PORT LOUIS,Citadelle Region ,  Shakespeare Street ,11405
PORT LOUIS,Citadelle Region ,  Suffren St from Mgr Gonin St to Eugene  Laurent Street ,11405
PORT LOUIS,Cite Borstal,Dr Manilall Street ,11206
PORT LOUIS,Cite Borstal,F.l Maurel Street ,11206
PORT LOUIS,Cite Borstal,Jean Lebrun Street ,11206
PORT LOUIS,Cite Borstal,Leoville Lhomme Street ,11206
PORT LOUIS,Cite Borstal,Remy Ollier Street ,11206
PORT LOUIS,Cite Borstal,Seeneevassen Street ,11206
PORT LOUIS,Cite CHA,,11802
PORT LOUIS,Cite La Cure,,11803
PORT LOUIS,Cite La Lumiere,,11106
Plaine Magnien,Agricultural Extension Office,,51501
Plaine Magnien,Balance ,,51502
Plaine Magnien,Bois D'Oiseau,,51503
Plaine Magnien,Cemetry Rd,,51504
Plaine Magnien,Chatgaon (ex Airport),,51505
Plaine Magnien,Cite Burrenchobay,,51506
Plaine Magnien,Cite EDC Balance,,51507
Plaine Magnien,La Cambuse,,51508
Plaine Magnien,La Grotte,,51509
Plaine Magnien,Le Chaland,,51510
Plaine Magnien,Madame Dayla,,51511
Plaine Magnien,Mon desert Rd ,,51512
Plaine Magnien,Morc Gobin,,51513
Plaine Magnien,Morc Ithier,,51514
Plaine Magnien,NHDC les Palmiers,,51515
Plaine Magnien,Plaine Magnien,,51516
Plaine Magnien,Rishi dayanand Rd,,51517
Plaine Magnien,Ruisseau Copeaux,,51518
Plaine Magnien,Solitude,,51519
Plaine Magnien,SSR International Airport,,51520
PORT LOUIS,Cite Lateka,,11105
PORT LOUIS,Cite Martial,Indians,11501
PORT LOUIS,Cite Martial,Klebert ,11501
PORT LOUIS,Cite Martial, Latanier,11501
PORT LOUIS,Cite Martial,Military Rd   ,11501
PORT LOUIS,Cite Martial,Sirdar,11501
PORT LOUIS,Cite Martial,Coringa,11501
PORT LOUIS,Cite Martial,Daureawoo,11501
PORT LOUIS,Cite Martial, Gele,11501
PORT LOUIS,Cite Martial,Imp. Macao,11501
PORT LOUIS,Cite Martial,J.Tranquille,11501
PORT LOUIS,Cite Martial, Macao Street,11501
PORT LOUIS,Cite Martial,Malacca ,11501
PORT LOUIS,Cite Martial,Rene Maigrot,11501
PORT LOUIS,Cite Martial, Rochecoust,11501
PORT LOUIS,Cite Martial, Rohan,11501
PORT LOUIS,Cite Martial, Rozan ,11501
PORT LOUIS,Cite Martial,Samuel Fouqueraux,11501
PORT LOUIS,Cite Mauvillac,Acacia Street,11208
PORT LOUIS,Cite Mauvillac,Camelia Street,11208
PORT LOUIS,Cite Mauvillac,Flamboyant Street,11208
PORT LOUIS,Cite Mauvillac,Jackarandas Street,11208
PORT LOUIS,Cite Mauvillac,Jasmin Street,11208
PORT LOUIS,Cite Mauvillac,Lilas Street,11208
PORT LOUIS,Cite Mauvillac,Miguet Street,11208
PORT LOUIS,Cite Mauvillac,Pailles Junction West (part),11208
PORT LOUIS,Cite Roche Bois, F.Victor Street,11603
PORT LOUIS,Cite Roche Bois, J.Serret Street,11603
PORT LOUIS,Cite Roche Bois,C.Jeewanjee Street,11603
PORT LOUIS,Cite Roche Bois,Denise Hall,11603
PORT LOUIS,Cite Roche Bois,Desperoux Street ,11603
PORT LOUIS,Cite Roche Bois,Dr H.A Wheldone Street,11603
PORT LOUIS,Cite Roche Bois,G.Gillet Street,11603
PORT LOUIS,Cite Roche Bois,J.Vigoureux Street,11603
PORT LOUIS,Cite Roche Bois,L.Michel Street,11603
PORT LOUIS,Cite Roche Bois,M.Gueho Street,11603
PORT LOUIS,Cite Roche Bois,N.C Hing Street ,11603
PORT LOUIS,Cite Roche Bois,P.A Wiehe Street ,11603
PORT LOUIS,Cite Roche Bois,Robert Surcouf Street ,11603
PORT LOUIS,Cite Roche Bois,S.Ahnee Street ,11603
PORT LOUIS,Cite Roche Bois,V.Larche Street ,11603
PORT LOUIS,Cite Roche Bois,Wade Street,11603
PORT LOUIS,Cite Valijee,Bach Lane,11309
PORT LOUIS,Cite Valijee,Banyan Lane,11309
PORT LOUIS,Cite Valijee,Canal Dayot Street,11309
PORT LOUIS,Cite Valijee,Chopin Lane,11309
PORT LOUIS,Cite Valijee,Dahlia Lane,11309
PORT LOUIS,Cite Valijee,Ebony Lane,11309
PORT LOUIS,Cite Valijee,Flamboyant Street,11309
PORT LOUIS,Cite Valijee,Florida Lane,11309
PORT LOUIS,Cite Valijee,Gonin Lane,11309
PORT LOUIS,Cite Valijee,Hazlit Lane,11309
PORT LOUIS,Cite Valijee,Heliotrope Lane,11309
PORT LOUIS,Cite Valijee,Iqbal Lane,11309
PORT LOUIS,Cite Valijee,Jasmin Lane,11309
PORT LOUIS,Cite Valijee,Labonte Lane,11309
PORT LOUIS,Cite Valijee,Letard Street,11309
PORT LOUIS,Cite Valijee,Menagerie Street from St Joseph Street to Mauritius Telecom Southern side,11309
PORT LOUIS,Cite Valijee,Merigold Lane,11309
PORT LOUIS,Cite Valijee,Milton Lane,11309
Phoenix,Allee Brillant,,73501
Phoenix,Allee Jacques,,73502
Phoenix,Bassin,,73603
Phoenix,Belle Terre,,73604
Phoenix,Boundary,,73605
Phoenix,Camp Fouquereaux 1,,73606
Phoenix,Camp Fouquereaux 2,,73607
Phoenix,Camp Fouquereaux 3,,73608
Phoenix,Camp Fouquereaux Bch Rd ,,73609
Phoenix,Camp Hosany,,73610
Phoenix,Castel,,73611
Phoenix,Cinq Arpents,,73612
Phoenix,Cite 50,,73613
Phoenix,Clairfonds 1,,73514
Phoenix,Clairfonds 2,,73516
Phoenix,Clairfonds 3,,73515
Phoenix,Closel,,73417
Phoenix,Flat River Islands,,73518
Phoenix,Hassen Raffa,,73619
Phoenix,Hermitage,,73620
Phoenix,Highlands,,73621
Phoenix,Highlands Branch Rd,,73622
Phoenix,Independence,,73423
Phoenix,Jumbo,,73524
Phoenix,LE Meritt,,73525
Phoenix,Les Halles,,73526
Phoenix,Mesnil,,73627
Phoenix,Morc Blue Print,,73628
Phoenix,Morc Boucan,,73529
Phoenix,Morc Koenig,,73630
Phoenix,Morc Lenoir,,73532
Phoenix,Morc Lonrho,,73631
Phoenix,Morc MTMD,,73633
Phoenix,Morc Nazroo,,73634
Phoenix,Morc Noel,,73535
Phoenix,Morc Trianon,,73536
Phoenix,Mosque Rd,,73637
Phoenix,Nalletamby,,73538
Phoenix,Nehru,,73539
Phoenix,Ollier,,73440
Phoenix,Palmerstone,,73541
Phoenix,Petit Camp,,73542
Phoenix,Pine wood Garden,,73643
Phoenix,Pont Fer,,73544
Phoenix,Riverside,,73645
Phoenix,Robinson 1,,73546
Phoenix,Robinson 3,,73547
Phoenix,Robinson2,,73548
Phoenix,Royal Road,Royal Road,73556
Phoenix,Sawmill,,73549
Phoenix,Sayed Hossen Highlands Bch,,73650
Phoenix,St. Paul,,73551
Phoenix,Tout Court,,73652
Phoenix,Valentina,,73553
PORT LOUIS,Cite Valijee,Moliere lane,11309
PORT LOUIS,Cite Valijee,Oaks Lane,11309
PORT LOUIS,Cite Valijee,Royal Road Western part from St Joseph Street to Flamboyant Street,11309
PORT LOUIS,Cite Valijee,Rubinstein Lane,11309
PORT LOUIS,Cite Valijee,St Joseph Street Western side from Royal Road to Menagerie Street,11309
PORT LOUIS,Cite Valijee,Strauss Lane,11309
PORT LOUIS,Cite Valijee,Tagore Lane,11309
PORT LOUIS,Cite Valijee,Tulip Lane,11309
PORT LOUIS,Cite Valijee,Vanoogaree Lane,11309
PORT LOUIS,Cite Valijee,Wagner Lane,11309
PORT LOUIS,Croisee Vallee Des Pretes ,,11804
PORT LOUIS,Crowland Tory,,11406
PORT LOUIS,Crownland Robert Scott,,11805
PORT LOUIS,Customs House , Mer Rouge,11604
PORT LOUIS,Domaine Les Pailles,,11209
PORT LOUIS,Dr. A. G. Jeetoo Hospital,,11310
PORT LOUIS,Emmanuel Anquetil Building,,11321
PORT LOUIS,Enniskillen,MGR Leen Street from Labourdonnais Street to Promenade,11412
PORT LOUIS,Enniskillen,Maxime de Sornay,11412
PORT LOUIS,Enniskillen,Enniskillen Street,11412
PORT LOUIS,Enniskillen,Mayer Street from Labourdonnais Street ,11412
PORT LOUIS,Enniskillen,Bancilhon Street,11412
PORT LOUIS,Enniskillen,Raoul Rivet Street from Labourdonnais to Jenner Street,11412
PORT LOUIS,Enniskillen,Justice Street,11412
PORT LOUIS,Enniskillen,Independence Street,11412
PORT LOUIS,Enniskillen,Jenner Street,11412
PORT LOUIS,Enniskillen,Cook Street,11412
PORT LOUIS,Enniskillen,Boulevard Rivaze,11412
PORT LOUIS,Enniskillen,Wellington Street (Jawaharlall Nehru),11412
PORT LOUIS,Enniskillen,Seetulsing Street (ex Washerwoman),11412
PORT LOUIS,Enniskillen,Generosity Street,11412
PORT LOUIS,Font George, Mer Rouge ,11605
PORT LOUIS,G.M. Tower,,11311
PORT LOUIS,GRNW,Adolphe Rolando ,11210
PORT LOUIS,GRNW,Batterie Lane ,11210
PORT LOUIS,GRNW,Batterie Road ,11210
PORT LOUIS,GRNW,Canal Dayot Street.,11210
PORT LOUIS,GRNW,Dr Henri Perrot Lane ,11210
PORT LOUIS,GRNW,J.E Pitchen,11210
PORT LOUIS,GRNW,James Russel Street ,11210
PORT LOUIS,Guibies,Ahmed Lane ,11213
PORT LOUIS,Guibies,AllyHossen lane ,11213
PORT LOUIS,Guibies,Avenue Florimant ,11213
PORT LOUIS,Guibies,Bali Lane ,11213
PORT LOUIS,Guibies,Baloram Lane ,11213
PORT LOUIS,Guibies,Buckredun Lane ,11213
PORT LOUIS,Guibies,Impasse Purmah ,11213
PORT LOUIS,Guibies,Les Guibies Branch Road ,11213
PORT LOUIS,Guibies,Modoo Lane ,11213
PORT LOUIS,Guibies,Mosque Lane ,11213
PORT LOUIS,Guibies,Purmah Lane ,11213
PORT LOUIS,Guibies,Soobadar Lane ,11213
PORT LOUIS,Harbour View 1,,11407
PORT LOUIS,Harbour View 2,,11408
PORT LOUIS,Hospice Montfort ,Nicolay Road,11606
PORT LOUIS,I.B.L. Complex,,11312
PORT LOUIS,Informatic Park,,11211
PORT LOUIS,Intermediate  Court,,11313
PORT LOUIS,Kensington,,11107
PORT LOUIS,La Butte Region,A. Esnouf Street,11314
PORT LOUIS,La Butte Region,Andrews Street,11314
PORT LOUIS,La Butte Region,Angousty Street,11314
Petite Riviere,Camp des Embrevades,,90801
Petite Riviere,Camp Racket (Benoit),,90802
Petite Riviere,Canon Casse,,90803
Petite Riviere,Cite Betel,,90804
Petite Riviere,Cite Flamboyant (NHDC),,90805
Petite Riviere,Morc Goldsmith,,90806
Petite Riviere,Morc Gros Cailloux,,90807
Petite Riviere,Petite Riviere,,90808
PORT LOUIS,La Butte Region,Avenue mgr Leen from Armory Bridge to Andrews Street,11314
PORT LOUIS,La Butte Region,Bandelaire Street,11314
PORT LOUIS,La Butte Region,Belvedere Street,11314
PORT LOUIS,La Butte Region,Brabant Street from Maupin Street to Andrews Street (Eastern side),11314
PORT LOUIS,La Butte Region,Conrad Street,11314
PORT LOUIS,La Butte Region,Dalembert Street,11314
PORT LOUIS,La Butte Region,Darcel Melotte Street,11314
PORT LOUIS,La Butte Region,Dickens Street,11314
PORT LOUIS,La Butte Region,Discovery Street,11314
PORT LOUIS,La Butte Region,Entrecasteaux Southern part from St Petrichier to Souillac St Nothern part,11314
PORT LOUIS,La Butte Region,Esquire Street,11314
PORT LOUIS,La Butte Region,Field Street,11314
PORT LOUIS,La Butte Region,G.E.F poulin Street,11314
PORT LOUIS,La Butte Region,GASSITA St,11314
PORT LOUIS,La Butte Region,Gravel Street,11314
PORT LOUIS,La Butte Region,Hossen Street,11314
PORT LOUIS,La Butte Region,M. Giraud Street,11314
PORT LOUIS,La Butte Region,Madagascar Street,11314
PORT LOUIS,La Butte Region,Maupin Street from Entrecasteaux Street to Mountain,11314
PORT LOUIS,La Butte Region,Mootoosamy Street,11314
PORT LOUIS,La Butte Region,Mount Lane,11314
PORT LOUIS,La Butte Region,Orange Street,11314
PORT LOUIS,La Butte Region,Piton Street,11314
PORT LOUIS,La Butte Region,Tankwen Street,11314
PORT LOUIS,La Cure :La Cure Bus Terminus ,,11806
PORT LOUIS,La Tour Koenig East: Excell Avenue (East),,11212
PORT LOUIS,La Tour Koenig Industrial Zone,,11109
PORT LOUIS,Les Salines,Gebert Cemetry,11315
PORT LOUIS,Les Salines,"Cemetry Road, ,",11315
PORT LOUIS,Les Salines,Nelson Street,11315
PORT LOUIS,Les Salines,Robert Edward Hart Garden Allee des Filaos,11315
PORT LOUIS,Les Salines,Western Cemetry,11315
PORT LOUIS,Line Barracks,,11316
PORT LOUIS,Lower Valle Des Pretes ,Jean francois Street,11817
PORT LOUIS,Lower Valle Des Pretes ,Paul et Virginie Street,11817
PORT LOUIS,Lower Valle Des Pretes ,School lane,11817
PORT LOUIS,Lower Valle Des Pretes ,Swadesh Street,11817
PORT LOUIS,M.C.F.I , Mer Rouge ,11608
PORT LOUIS,Marguerite Phase 1,,11110
PORT LOUIS,Marie Reine de la Paix ,Antonio Street,11413
PORT LOUIS,Marie Reine de la Paix ,Capitaine de Valence Street,11413
PORT LOUIS,Marie Reine de la Paix ,De Courcy Street from Beaugeard Street to MGR Leen,11413
PORT LOUIS,Marie Reine de la Paix ,Desroches Street from Beaugeard Street to MGR Leen Street,11413
PORT LOUIS,Marie Reine de la Paix ,Emyrne Street,11413
PORT LOUIS,Marie Reine de la Paix ,Henri Le Sidaner from Beaugeard Street to MGR Leen,11413
PORT LOUIS,Marie Reine de la Paix ,I. Levieux Street,11413
PORT LOUIS,Marie Reine de la Paix ,Mauritius Street,11413
PORT LOUIS,Marie Reine de la Paix ,Mayer Street  from Labourdonnais Street to Decourcy Street,11413
PORT LOUIS,Marie Reine de la Paix ,Montenot Street,11413
PORT LOUIS,Marie Reine de la Paix ,Nahaboo Solim Street from Beaugeard Street to MGR Leen,11413
PORT LOUIS,Marie Reine de la Paix ,Poupinel de Valence Street,11413
PORT LOUIS,Marie Reine de la Paix ,St James Street,11413
PORT LOUIS,Marie Reine de la Paix ,St John Street,11413
PORT LOUIS,Mauritius Bulk Sugar Terminal (Building),,11317
PORT LOUIS,Mauritius Freeport Authority ,Mer Rouge,11607
PORT LOUIS,Mer Rouge,,11609
PORT LOUIS,Mocellement Mohamedally,,11811
PORT LOUIS,Montebello Industrial Zone,,11217
PORT LOUIS,Montebello: Western Side of Trunk Road from Ring Road to Pailles Junction,,11216
PORT LOUIS,Montee S: From P aux Sables Junction to B River Junction (Western Side),,11218
PORT LOUIS,Morc Le Rock,Avenue Citronelle ,11214
PORT LOUIS,Morc Le Rock,Avenue Conseil ,11214
PORT LOUIS,Morc Le Rock,Avenue Framboises ,11214
PORT LOUIS,Morc Le Rock,Avenue Sapin ,11214
Petit Raffray,Camp Mayeux,,30701
Petit Raffray,Les Charmose,,30702
Petit Raffray,Mare Seche,,30703
Petit Raffray,Mont Mascal,,30704
Petit Raffray,Morc Bholah,,30705
Petit Raffray,Morc Gowreesunkur 1,,30706
Petit Raffray,Morc Gowreesunkur 2,,30707
Petit Raffray,Morc Harrangee,,30708
Petit Raffray,Morc Loderchand,,30709
Petit Raffray,Moulin au vent,,30710
Petit Raffray,Petit Raffray Village 1,,30711
Petit Raffray,Petit Raffray Village 2,,30712
Petit Raffray,Reunion Maurel,,30713
Petit Raffray,St Francois,,30714
Petit Raffray,Union Daruty,,30715
Petit Raffray,Union Delcourt,,30716
PORT LOUIS,Morc Le Rock,Avenue Talipot ,11214
PORT LOUIS,Morc Le Rock,Axess,11214
PORT LOUIS,Morc Le Rock,Baichoo Lane ,11214
PORT LOUIS,Morc Le Rock,Deepun Lane ,11214
PORT LOUIS,Morc Le Rock,Diamond Avenue ,11214
PORT LOUIS,Morc Le Rock,Emerald Avenue ,11214
PORT LOUIS,Morc Le Rock,Gold Avenue ,11214
PORT LOUIS,Morc Le Rock,Iqbal Avenue ,11214
PORT LOUIS,Morc Le Rock,Jade Avenue ,11214
PORT LOUIS,Morc Le Rock,La Fleur Road ,11214
PORT LOUIS,Morc Le Rock,Mauvilac Paints ,11214
PORT LOUIS,Morc Le Rock,Pailles Kaliamen Temple Street ,11214
PORT LOUIS,Morc Le Rock,Pearl Avenue ,11214
PORT LOUIS,Morc Le Rock,Pembas ,11214
PORT LOUIS,Morc Le Rock,Roland Maurel Avenue ,11214
PORT LOUIS,Morc Le Rock,Roshan Road ,11214
PORT LOUIS,Morc Le Rock,Shreemati Indira Gandhi Road ,11214
PORT LOUIS,Morc Le Rock,Silver Avenue ,11214
PORT LOUIS,Morc Manna,,11409
PORT LOUIS,Morc Raffray,Avenue Bengali 1,11215
PORT LOUIS,Morc Raffray,Avenue Bengali 2,11215
PORT LOUIS,Morc Raffray,Avenue Bengali 3,11215
PORT LOUIS,Morc Raffray,Avenue Bengali 4,11215
PORT LOUIS,Morc Raffray,Avenue Cardinal 1,11215
PORT LOUIS,Morc Raffray,Avenue Cardinal 2,11215
PORT LOUIS,Morc Raffray,Avenue Cardinal 3,11215
PORT LOUIS,Morc Raffray,Avenue Cardinal 4,11215
PORT LOUIS,Morc Raffray,Avenue Cardinal 5,11215
PORT LOUIS,Morc Raffray,Avenue Claude De Delaitre ,11215
PORT LOUIS,Morc Raffray,Avenue Colline No 1 ,11215
PORT LOUIS,Morc Raffray,Avenue Colline No 2 ,11215
PORT LOUIS,Morc Raffray,Avenue Conde 2,11215
PORT LOUIS,Morc Raffray,Avenue Conde 4,11215
PORT LOUIS,Morc Raffray,Avenue Conde 5,11215
PORT LOUIS,Morc Raffray,Avenue Conde 7,11215
PORT LOUIS,Morc Raffray,Avenue Crecerlle 2,11215
PORT LOUIS,Morc Raffray,Avenue Dodo 1 ,11215
PORT LOUIS,Morc Raffray,Avenue Dodo 2,11215
PORT LOUIS,Morc Raffray,Avenue Dodo 3,11215
PORT LOUIS,Morc Raffray,Avenue Dodo 4,11215
PORT LOUIS,Morc Raffray,Avenue Perdrix 2,11215
PORT LOUIS,Morc Raffray,Avenue Perdrix 3,11215
PORT LOUIS,Morc Raffray,Avenue Perroquet 1,11215
PORT LOUIS,Morc Raffray,Avenue Perroquet 2,11215
PORT LOUIS,Morc Raffray,Avenue Perroquet 3,11215
PORT LOUIS,Morc Raffray,Avenue Perroquet 4,11215
PORT LOUIS,Morc Raffray,Avenue Perroquet 5,11215
PORT LOUIS,Morc Raffray,Avenue Perruche 1,11215
PORT LOUIS,Morc Raffray,Avenue Perruche 2,11215
PORT LOUIS,Morc Raffray,Avenue Perruche 3,11215
PORT LOUIS,Morc Raffray,Avenue Perruche 4,11215
PORT LOUIS,Morc Raffray,Avenue Peruche 5 ,11215
PORT LOUIS,Morc Raffray,Avenue Peruche 6,11215
PORT LOUIS,Morc Raffray,Avenue Pingouin No 1,11215
PORT LOUIS,Morc Raffray,Avenue Pingouin No 2,11215
PORT LOUIS,Morcellement Agnis /Ramlagun ( lower V.D Pretes),,11807
PORT LOUIS,Morcellement Ally /Sekdaur (lower V.D Pretes),,11808
PORT LOUIS,Morcellement Almadina ,Al Madina  Ave,11809
PORT LOUIS,Morcellement Almadina ,Autruches Street,11809
PORT LOUIS,Morcellement Almadina ,Avenue des Dodos,11809
PORT LOUIS,Morcellement Almadina ,Avenue des Rosiers,11809
Petit Bel Air,Camp Vinson,,52301
Petit Bel Air,Cemetery,,52302
Petit Bel Air,Petit Bel Air,,52303
Pamplemousses,Beau Plan,,21001
Pamplemousses,Bois Rouge,,21002
Pamplemousses,Botanical Garden,,21003
Pamplemousses,Camp Badamiers,,21006
Pamplemousses,Camp d Embrevades,,21007
Pamplemousses,Canton Belle Eau,,21005
Pamplemousses,Canton Nancy,,21004
Pamplemousses,Cite E.D.C,,21008
Pamplemousses,La Louisa,,21009
Pamplemousses,Mon Plaisir,,21010
Pamplemousses,Mon Rocher,,21012
Pamplemousses,Monc. Ripaille,,21011
Pamplemousses,Monc.Maison Blanche,,21013
Pamplemousses,Pamplemousses,,21014
Pamplemousses,Riviere Citron,,21015
Pamplemousses,S.S.R.N.Hospital,,21017
Pamplemousses,Sixth Mile,,21016
PORT LOUIS,Morcellement Almadina ,Colombes Street,11809
PORT LOUIS,Morcellement Almadina ,Faucon Street,11809
PORT LOUIS,Morcellement Almadina ,Glaieuls Street,11809
PORT LOUIS,Morcellement Almadina ,Jasmin Ave,11809
PORT LOUIS,Morcellement Almadina ,Laetita,11809
PORT LOUIS,Morcellement Almadina ,Pelican Street,11809
PORT LOUIS,Morcellement Almadina ,Solitaire Street ,11809
PORT LOUIS,Morcellement Almadina ,Zaynah,11809
PORT LOUIS,Morcellement Ameermeeah ,,11810
PORT LOUIS,Morcellement D'Hotman,,11111
PORT LOUIS,Morcellement Fon Sing,,11112
PORT LOUIS,Morcellement Fortune,,11113
PORT LOUIS,Morcellement Ibrahim Dawood,Jacquiers Ave,11115
PORT LOUIS,Morcellement Ibrahim Dawood,Manguiers Ave,11115
PORT LOUIS,Morcellement Ibrahim Dawood,Badamiers Ave,11115
PORT LOUIS,Morcellement Le Vieux,,11119
PORT LOUIS,Morcellement Pitchen ,,11812
PORT LOUIS,Morcellement Rey,Accacia,11121
PORT LOUIS,Morcellement Rey,Aloes,11121
PORT LOUIS,Morcellement Rey,Badamiers Ave,11121
PORT LOUIS,Morcellement Rey,Bambous,11121
PORT LOUIS,Morcellement Rey,Bosquet,11121
PORT LOUIS,Morcellement Rey,Cactus,11121
PORT LOUIS,Morcellement Rey,Catelyas,11121
PORT LOUIS,Morcellement Rey,Cerisiers ,11121
PORT LOUIS,Morcellement Rey,COLBERT,11121
PORT LOUIS,Morcellement Rey,Coqueluches  ,11121
PORT LOUIS,Morcellement Rey,Fuschias,11121
PORT LOUIS,Morcellement Rey,Goldem Rd,11121
PORT LOUIS,Morcellement Rey,Groseilles,11121
PORT LOUIS,Morcellement Rey,Jacquiers ,11121
PORT LOUIS,Morcellement Rey,Jamalacs,11121
PORT LOUIS,Morcellement Rey,Jupiter,11121
PORT LOUIS,Morcellement Rey,Lantana,11121
PORT LOUIS,Morcellement Rey,Link Rd,11121
PORT LOUIS,Morcellement Rey,Mandarine,11121
PORT LOUIS,Morcellement Rey,Manguiers ,11121
PORT LOUIS,Morcellement Rey,Marie Madeleine,11121
PORT LOUIS,Morcellement Rey,Nectarine,11121
PORT LOUIS,Morcellement Rey,Neptune,11121
PORT LOUIS,Morcellement Rey,Noisettes,11121
PORT LOUIS,Morcellement Rey,Novembriers,11121
PORT LOUIS,Morcellement Rey,Novembriers lane 1,11121
PORT LOUIS,Morcellement Rey,Novembriers lane 2,11121
PORT LOUIS,Morcellement Rey,Sunhill,11121
PORT LOUIS,Morcellement Rey,Tournesol,11121
PORT LOUIS,Morcellement Rey,Trochettias,11121
PORT LOUIS,Morcellement Sohun,cyprus,11124
PORT LOUIS,Morcellement Sohun,pigeon,11124
PORT LOUIS,Morcellement Sohun,Peacock,11124
PORT LOUIS,Morcellement Verger Le Bain,Discovery,11127
PORT LOUIS,Morcellement Verger Le Bain,Columbia,11127
PORT LOUIS,Morcellement Verger Le Bain,Collins,11127
PORT LOUIS,Morcellement Verger Le Bain,Comet,11127
PORT LOUIS,Morcellement Verger Le Bain,Armstrong,11127
PORT LOUIS,Morcellement Verger Le Bain,Ariane,11127
PORT LOUIS,Morcellement Verger Le Bain,Appollo,11127
PORT LOUIS,Morcellement Verger Le Bain,Aldrin,11127
PORT LOUIS,Morcellement Verger Mangue,Sohun Lane,11126
PORT LOUIS,Morcellement Verger Mangue,Verger mangues St,11126
PORT LOUIS,Morcellement Verger Mangue,Verger mangues St 1,11126
PORT LOUIS,Moulin De La Concorde , Quay D,11610
Plaine des Papayes,Bois Mangue,,21201
Plaine des Papayes,Camp Maraz,,21202
Plaine des Papayes,Cite EDC,,21203
Plaine des Papayes,Cite NHDC,,21204
Plaine des Papayes,Morc Beau Plan,,21205
Plaine des Papayes,Morc Blue Nile,,21206
Plaine des Papayes,Morc Chummun,,21207
Plaine des Papayes,Morc Dauhoo,,21208
Plaine des Papayes,Morc Koonjoo,,21209
Plaine des Papayes,Morc Ramphul,,21210
Plaine des Papayes,Morc Seebundhun,,21211
Plaine des Papayes,Morc VRS,,21212
Plaine des Papayes,P.Papayes East,,21213
Plaine des Papayes,P.Papayes West,,21214
Plaine des Papayes,Theo Maigrot Sq,,21215
PORT LOUIS,Municipality of Port Louis,,11318
PORT LOUIS,New Government Centre,,11319
PORT LOUIS,NHDC (La Cure ),,11814
PORT LOUIS,NHDC (Les Cocotiers ),,11815
PORT LOUIS,NHDC (Media ),,11816
PORT LOUIS,NHDC Cite La Cure ,,11813
PORT LOUIS,Pailles,Bonnefin Street,11219
PORT LOUIS,Pailles,Entry of Bonnefin Road upto Mountain Road,11219
PORT LOUIS,Pailles,Riverside Street,11219
PORT LOUIS,Pailles,St Louis Rivulet 2 up to Mountain,11219
PORT LOUIS,Pailles East,Anse Courtois ,11220
PORT LOUIS,Pailles East,Avenue Claude Delaitre ,11220
PORT LOUIS,Pailles East,Manaram Lane ,11220
PORT LOUIS,Pailles East,Morcellement Mountain View ,11220
PORT LOUIS,Pailles West,St Vincent de Paul Avenue,11221
PORT LOUIS,Pailles West,Timol Lane,11221
PORT LOUIS,Pailles West,Velvindron Street,11221
